IDNUMERO_ DE REPORTE,ÁREA ,TURNO,LÍNEA ,EQUIPO,CÓDIGO_SUBSISTEMA,SUPERVISOR,ESTATUS,REPORTA,TIPO DE FALLA,FECHA DE INICIO,HORA DE INICIO,FECHA DE CIERRE,HORA DE CIERRE,TIEMPO DE PROCURA,DOWNTIME
970b903d,ASÉPTICO,TURNO 3,LINEA 1,A3FLEX,A3F-SEG-11 /SISTEMA SEGURIDAD,EUSTORGIO,FINALIZADO,TÉCNICO,"Puerta abierta lado izquierdo plegador final, Adán y Eva malo. Se reemplaza por un candado de linea 2.",28/07/2026,1:10:00,28/07/2026,1:30:00,,0:20:00
6bf6c88b,ASÉPTICO,TURNO 3,LINEA 1,HELIX,HEL-CAD-02 /CADENA ESLABONES,EUSTORGIO,FINALIZADO,TÉCNICO,Se descarrila la araña ocasionando atasco de envases en la correa. Se ajusta el carril de la araña.,28/07/2026,6:00:00,28/07/2026,6:20:00,,0:20:00
2cdb514e,VACÍO,TURNO 3,LINEA 3,TUNEL,TUN-BOM-04 /BOMBA ROCIADORES,EUSTORGIO,FINALIZADO,SUPERVISOR,"El túnel se queda sin agua porque la fosa queda vacía,  lo que ocasiona alta temperatura de producto.",28/07/2026,3:00:00,28/07/2026,3:35:00,N/A,0:35:00
de0d7825,VACÍO,TURNO 1,LINEA 3,ETIQUETADORA,ETIQ-MAG-07 /MAGAZIN DE ETIQUETAS,RICARDO,FINALIZADO,TÉCNICO,Etiqueta suelta. Se ajusta magazine,28/07/2026,12:30:00,28/07/2026,13:20:00,,0:50:00
81116342,VACÍO,TURNO 1,LINEA 3,ETIQUETADORA,ETIQ-NOR-05 /UNIDAD NORDSON,RICARDO,FINALIZADO,TÉCNICO,Falla Corpoelec. La cual se cae temperatura de la norsond,28/07/2026,8:24:00,28/07/2026,8:44:00,,0:20:00
1e239ec2,VACÍO,TURNO 1,LINEA 3,ETIQUETADORA,ETIQ-TRAS-10 /TRANSPORTADORES,RICARDO,FINALIZADO,TÉCNICO,Se parte transportador que va del detector de vacío a etiquedora,28/07/2026,14:00:00,28/07/2026,14:20:00,,0:20:00
19eba4a2,ASÉPTICO,TURNO 1,LINEA 1,A3FLEX,A3F-ELE-25 SUMINISTRO ELÉCTRICO,RICARDO,FINALIZADO,TÉCNICO,Caída del suministro eléctrico,28/07/2026,8:17:00,28/07/2026,11:41:00,,3:24:00
b3796a8b,ASÉPTICO,TURNO 1,LINEA 3,A3CFLEX,A3CF-ELE-25 /SUMINISTRO ELÉCTRICO,RICARDO,FINALIZADO,TÉCNICO,Caída del suministro eléctrico,28/07/2026,13:25:00,28/07/2026,15:00:00,,1:35:00
22f2937a,ASÉPTICO,TURNO 2,LINEA 1,CBP32,CBP-EMP-05 /EMPUJADOR,YOLIANNY,FINALIZADO,TÉCNICO,Resortes de dolly partidos se cambian y queda operativa la máquina,28/07/2026,20:40:00,28/07/2026,21:09:00,,0:29:00
3c8f6c77,ASÉPTICO,TURNO 2,LINEA 3,DOMINO,DOM-BOM-02 /BOMBA,YOLIANNY,FINALIZADO,TÉCNICO,La bomba no llegaba a la presión adecuada para el arranque. Se deja en parada por un rato y luego eleva de nuevo la presión y arranca sin problema.,28/07/2026,19:10:00,28/07/2026,20:11:00,,1:01:00
e4a1c1fe,VACÍO,TURNO 3,LINEA 3,DESPALETIZADOR COLADOS,DES-MES-05 /CARRO BARREDOR DE CAMADA,EUSTORGIO,FINALIZADO,SUPERVISOR,"Se sueltan tornillos de la base derecha del empujador, se reemplazan y se ajustan.",29/07/2026,1:15:00,29/07/2026,1:50:00,,0:35:00
bbd0004a,ASÉPTICO,TURNO 3,LINEA 3,CBP32,CBP-PLA-04 /PLACA DE TRANSFERENCIA,EUSTORGIO,FINALIZADO,TÉCNICO,"Envases reventados en la parte inferior al desplazarse hacia la unidad del carro, cajas volteadas en salida. Riel guía del agrupador hacia la unidad vasculante tenía la distancia incorrecta ocasionando en la parte inferior del envase romperlo. Se ajusta los  cilindro topes y arrastrasores de la cadena interna.",29/07/2026,0:30:00,29/07/2026,1:00:00,,0:30:00
b63dfb17,ASÉPTICO,TURNO 3,LINEA 3,CBP32,CBP-TRA-10 /TRANSPORTADORES,EUSTORGIO,FINALIZADO,TÉCNICO,"Atasco de de cajas en transportador de salida, se ajusta el rodillo y guía, se enfoca sensor y ajuste la placa que los sujeta.",29/07/2026,2:10:00,29/07/2026,2:20:00,,0:10:00
a5fe0810,ASÉPTICO,TURNO 3,LINEA 2,FW32,FW-PAN-09 /PANEL DE CONTROL,EUSTORGIO,FINALIZADO,TÉCNICO,Falla de puerta abierta lado izquierdo. Se reinicia la máquina y se reemplaza Adam y Eva por una tina.,29/07/2026,3:20:00,29/07/2026,3:40:00,,0:20:00
33219191,ASÉPTICO,TURNO 3,LINEA 2,A3CFLEX,A3CF-LLE-06 /SISTEMA DE LLENADO,EUSTORGIO,FINALIZADO,TÉCNICO,"Error de fotocelda de corrección de diseño, se calibran y se alinean fotoceldas internas y externas según el manual.",28/07/2026,22:30:00,29/07/2026,0:10:00,,1:40:00
2937fd9c,ASÉPTICO,TURNO 3,LINEA 3,A3CFLEX,A3CF-TRA-10 /TRANSPORTADORES,EUSTORGIO,FINALIZADO,TÉCNICO,"Trancamiento  en transportador de salida, se le quitan dos eslabones.",29/07/2026,4:00:00,29/07/2026,4:30:00,,0:30:00
d31e8e67,ASÉPTICO,TURNO 3,LINEA 3,A3CFLEX,A3CF-TRA-24 /TRANSPORTADORES,EUSTORGIO,FINALIZADO,TÉCNICO,"Envases girados en salida, se ajusta velocidad y las guías de salida del plegador final.",29/07/2026,5:20:00,29/07/2026,5:40:00,,0:20:00
879d1519,ASÉPTICO,TURNO 1,LINEA 3,A3CFLEX,A3CF-PULL-18 /PULL DOWN PLEGADORA,RICARDO,FINALIZADO,TÉCNICO,Solapa inferior despegada,29/07/2026,10:00:00,29/07/2026,10:23:00,,0:23:00
aad25ff6,ASÉPTICO,TURNO 2,LINEA 2,FW32,FW-FRE-02 /UNIDAD FRENO DE ENTRADA,YOLIANNY,FINALIZADO,TÉCNICO,"⛓️‍💥Falla: Caída de envases zona freno.
🛠️Causa: Freno guía abierto para tamaño de envases.
🪛Solución: Se realiza ajuste de freno, cierre para tamaño de envases.",29/07/2026,15:00:00,29/07/2026,15:49:00,0,0:49:00
58ac2f95,ASÉPTICO,TURNO 2,LINEA 2,SA,SA-APL-05 /UNIDAD APLICADORA,YOLIANNY,FINALIZADO,TÉCNICO,"⛓️‍💥Falla: Posición de pitillos incorrecta.
🛠️Causa: Correa en dirección incorrecta, y envases con poca presión superior.
🪛Solución: Se invierte posición de correa y se ajusta altura.",29/07/2026,15:55:00,29/07/2026,16:05:00,0,0:10:00
be4310a6,ASÉPTICO,TURNO 2,LINEA 2,CBP32,CBP-NOR-11 /UNIDAD NORDSON,YOLIANNY,FINALIZADO,TÉCNICO,"⛓️‍💥Falla: Boquilla superior derecha tapada.
🛠️Causa: Desconocida.
🪛Solución: Se reemplaza boquilla.",29/07/2026,17:19:00,29/07/2026,17:40:00,5,0:21:00
051a05bd,ASÉPTICO,TURNO 2,LINEA 2,TAVIL,TAV-MOT-05 /MOTOREDUCTORES,YOLIANNY,FINALIZADO,TÉCNICO,"⛓️‍💥Falla: Falla de motor M39 de línea 4, no arranca.
🛠️Causa: Variador en modo manual.
🪛Solución: Encontrar recorrido de alimentación de motor ya que no estaba identificado.",29/07/2026,19:59:00,29/07/2026,20:52:00,,0:53:00
a4a6e9af,VACÍO,TURNO 2,LINEA 1,ROBOT TAVIL,TAV-TRA-14 /TRNASPORTADORES DE CAJAS,YOLIANNY,FINALIZADO,,"Tramo aéreo #8 déja de accionar ocasionando acumulacion de cajas en todos los transportes. Al inspeccionar se observa ruptura y trancamiento de lona lo que ocasionó el daño total del motorodillo. Se desmontan lona y motorodillo dañado.Se ubica reemplazo de motor usado en mezanina de almacén de repuestos y se instala mecanicamente para culminar instalacion electrica es necesario añadir tramo adicional de cable ya que el cable de alimentacion de motorodillo es muy corto. se ubica ademas  lona nueva,quedando pendiente su instalación.",29/07/2026,18:30:00,29/07/2026,22:30:00,30,4:00:00
013337ce,ASÉPTICO,TURNO 2,LINEA 3,A3CFLEX,A3CF-LLE-06 /SISTEMA DE LLENADO,YOLIANNY,FINALIZADO,TÉCNICO,"⛓️‍💥Falla: Envase mal formado.
🛠️Causa: Bajo nitrógeno y producto 
🪛 Solución: Se ajusta producto y cantidad de nitrógeno.",29/07/2026,15:09:00,29/07/2026,15:17:00,0,0:08:00
04ec1fb0,ASÉPTICO,TURNO 2,LINEA 3,CBP32,CBP-TRA-10 /TRANSPORTADORES,YOLIANNY,FINALIZADO,TÉCNICO,"⛓️‍💥Falla: Transportador de salida apagado.
🛠️Causa: variador en modo manual y no identificado.
🪛Solución: Se identifica variador mediante el cableado, y se identifica.",29/07/2026,17:58:00,29/07/2026,20:30:00,0,2:32:00
a08206ca,ASÉPTICO,TURNO 3,LINEA 2,A3CFLEX,A3CF-ELE-25 /SUMINISTRO ELÉCTRICO,EUSTORGIO,FINALIZADO,TÉCNICO,"Se cae limpieza de máquina, debido a que se desenfoca sensor que detecta tuberia. Se ajusta y realiza limpieza correctamente",30/07/2026,2:00:00,30/07/2026,2:10:00,,0:10:00
74900a1c,ASÉPTICO,TURNO 3,LINEA 2,A3CFLEX,A3CF-CON-23 /PANEL DE CONTROL,EUSTORGIO,FINALIZADO,SUPERVISOR,"Se cae A3CF de L2, al hacer la revisión se encuentra el interruptor A01F5400 disparado y la fuente 24vdc 40amp apagada, se intenta rearmar el interruptor pero se dispara inmediatamente. Se comienza revisión.",30/07/2026,6:47:00,30/07/2026,7:00:00,0,0:13:00
11f198c0,ASÉPTICO,TURNO 1,LINEA 2,A3CFLEX,A3CF-CON-23 /PANEL DE CONTROL,RICARDO,FINALIZADO,TÉCNICO,"Se avería Fuente de 24v, se procede a reemplazar por la de la A3Flex.",30/07/2026,7:00:00,30/07/2026,11:46:00,,4:46:00
c8c6c5ca,ASÉPTICO,TURNO 1,LINEA 3,A3CFLEX,A3CF-ELE-25 /SUMINISTRO ELÉCTRICO,RICARDO,FINALIZADO,TÉCNICO,Caída del suministro eléctrico,30/07/2026,8:30:00,30/07/2026,12:06:00,,3:36:00
d1b63687,VACÍO,TURNO 1,LINEA 1,EMBALADORA GAMMA,EMB-ELE-12 /SUMINISTRO ELECTRICO,RICARDO,FINALIZADO,TÉCNICO,Falla Corpoelec. Se caen temperatura,30/07/2026,8:00:00,30/07/2026,8:20:00,,0:20:00
22fbc349,VACÍO,TURNO 1,LINEA 1,EMBALADORA GAMMA,EMB-BAR-04 /BARRAS EMPUJADORAS,RICARDO,FINALIZADO,TÉCNICO,"Se cae una de las barras, Se realiza ajuste",30/07/2026,10:00:00,30/07/2026,10:15:00,,0:15:00
a3315540,VACÍO,TURNO 1,LINEA 1,ROBOT TAVIL,TAV-TRA-14 /TRNASPORTADORES DE CAJAS,RICARDO,FINALIZADO,TÉCNICO,Falla en motor de tramo #9 la cual no activa. Se realiza ajuste en sensores,30/07/2026,10:20:00,30/07/2026,11:00:00,,0:40:00
d3ddd89f,VACÍO,TURNO 1,LINEA 1,ROBOT TAVIL,TAV-TRA-14 /TRNASPORTADORES DE CAJAS,RICARDO,FINALIZADO,TÉCNICO,Ajuste de variadores ya que las banda se detenían muy frecuentemente.,30/07/2026,12:00:00,30/07/2026,12:20:00,,0:20:00
83c50297,ASÉPTICO,TURNO 1,LINEA 3,FW32,FW-TRA-06 /UNIDAD TRANSF TREEPACK,RICARDO,FINALIZADO,TÉCNICO,"Caída de temperatura de los sopladores, se revisa termocumpla y se ajusta conexión.",30/07/2026,13:42:00,30/07/2026,14:08:00,,0:26:00
b2a9ceec,ASÉPTICO,TURNO 1,LINEA 2,CBP32,CBP-NOR-11 /UNIDAD NORDSON,RICARDO,FINALIZADO,TÉCNICO,"Boquilla tapada de la pistola inferior izquierda, se reemplaza por una de Cbp32 L1",30/07/2026,14:16:00,30/07/2026,14:39:00,,0:23:00
480fecca,VACÍO,TURNO 2,LINEA 1,ROBOT TAVIL,TAV-MOS-14 /AJUSTE COORDENADAS,YOLIANNY,FINALIZADO,SUPERVISOR,Perdida de coordenadas luego de falla de suministro eléctrico principal. Por lo que se ajusta AGAFADA21 de 418 a 410 con lo cual comienza a funcionar correctamente.,30/07/2026,16:45:00,30/07/2026,17:45:00,,1:00:00
54751d15,VACÍO,TURNO 2,LINEA 1,EMBALADORA GAMMA,EMB-PIR-10 /PIROMETRO,YOLIANNY,FINALIZADO,SUPERVISOR,Perdida de temperatura y falla de accionamiento de compuertas luego de una falla de suministro eléctrico principal. Se apaga completamente máquina y se vuelve a encender. Se espera a que llegue a su temperatura de trabajo seteada.,30/07/2026,15:00:00,30/07/2026,15:50:00,,0:50:00
d0578f39,VACÍO,TURNO 2,LINEA 1,EMBALADORA GAMMA,EMB-SOL-05 /SOLDADOR,YOLIANNY,FINALIZADO,SUPERVISOR,Cortocircuito en soldador. Al inspeccionar se observa perdida de aislamiento de cableado de resistencia. Se aislan nuevamente y se espera llegar a su temperatura de operacion.,30/07/2026,20:45:00,30/07/2026,20:55:00,,0:10:00
841ecfe7,ASÉPTICO,TURNO 2,LINEA 2,A3CFLEX,A3CF-MES-21 /MESA DE EMPALME,YOLIANNY,FINALIZADO,TÉCNICO,"No realiza el empalme automático, movimiento incompleto de posición 1 a la 2, se abre completamente los reguladores de aire.",30/07/2026,18:22:00,30/07/2026,18:51:00,,0:29:00
6c09fbef,ASÉPTICO,TURNO 2,LINEA 2,A3CFLEX,A3CF-MES-21 /MESA DE EMPALME,YOLIANNY,FINALIZADO,TÉCNICO,De nuevo falla el empalme por movimiento incompleto se lubrica el eje guía de la mesa y se espera resultados nuevamente.,30/07/2026,20:53:00,30/07/2026,21:24:00,,0:31:00
123af8f0,ASÉPTICO,TURNO 2,LINEA 3,A3CFLEX,A3CF-MES-21 /MESA DE EMPALME,YOLIANNY,FINALIZADO,TÉCNICO,Falla de corrección de diseño por empalme,30/07/2026,20:00:00,30/07/2026,20:20:00,,0:20:00
d20babee,ASÉPTICO,TURNO 3,LINEA 3,A3CFLEX,A3CF-MOR-14 /MORDAZAS,EUSTORGIO,FINALIZADO,TÉCNICO,Error de fotocelda de 3 barras. Se consigue apagada y no se logra prender. Para darle continuidad a la producción se coloca la de la A3Flex ( modelo nueva ).,31/07/2026,5:00:00,31/07/2026,5:45:00,,0:45:00
6461cdde,ASÉPTICO,TURNO 3,LINEA 2,A3CFLEX,A3CF-ELE-25 /SUMINISTRO ELÉCTRICO,EUSTORGIO,FINALIZADO,TÉCNICO,No realiza limpieza debido a sensor inductivo de tubería trasera. Se saca sensor de base y se le colaca un papel para que lo detecte. Se debe realizar un ajuste mejor la base.,31/07/2026,2:30:00,31/07/2026,3:30:00,,1:00:00
c8a83f29,ASÉPTICO,TURNO 3,LINEA 2,A3CFLEX,A3CF-HI-28 /BAJA TEMPERATURA HI,EUSTORGIO,FINALIZADO,TÉCNICO,"Se cae llenadora, por temperatura alta de H.I al ajustar manual el regulador que controla el flujo de nitrógeno.",31/07/2026,5:45:00,31/07/2026,6:00:00,,0:15:00
d05baf82,VACÍO,TURNO 1,LINEA 1,SELLADORA ANGELUS,SELL-PLA-04 /PLATOS,RICARDO,FINALIZADO,TÉCNICO,Se realiza lubricación entrando al turno,31/07/2026,7:00:00,31/07/2026,7:10:00,,0:10:00
55e0984b,VACÍO,TURNO 1,LINEA 1,ROBOT TAVIL,TAV-TOP-15 /POLICIA TOPE DE PALETAS,RICARDO,FINALIZADO,TÉCNICO,Paleta atascada en linea de tapa 200. La cual se tiene q detener el robot,31/07/2026,12:00:00,31/07/2026,12:40:00,,0:40:00
10852da6,VACÍO,TURNO 1,LINEA 1,ROBOT TAVIL,TAV-TRA-14 /TRNASPORTADORES DE CAJAS,RICARDO,FINALIZADO,TÉCNICO,Atasco de cajas en curva al llegar a bateria,31/07/2026,13:00:00,31/07/2026,13:10:00,,0:10:00
baf01243,VACÍO,TURNO 1,LINEA 1,ROBOT TAVIL,TAV-TRA-07 /TRANSPORTADOR BATERIA/LINEA,RICARDO,FINALIZADO,TÉCNICO,Sensor desenfocado. La cual cual no realizaba el conteo de cajas.,31/07/2026,13:40:00,31/07/2026,14:20:00,,0:40:00
,,,,,,,,,,,,,,,
c75590b0,ASÉPTICO,TURNO 1,LINEA 3,DOMINO,DOM-BOM-02 /BOMBA,RICARDO,FINALIZADO,TÉCNICO,La bomba no alcanzaba la presión establecida,31/07/2026,7:00:00,31/07/2026,7:53:00,,0:53:00
84dc384a,ASÉPTICO,TURNO 1,LINEA 3,FW32,FW-TRA-06 /UNIDAD TRANSF TREEPACK,RICARDO,FINALIZADO,TÉCNICO,Termoencogible no funciona correctamente,31/07/2026,8:18:00,31/07/2026,9:47:00,,1:29:00
3cf38393,ASÉPTICO,TURNO 1,LINEA 3,TAVIL,TAV-TRA-07 /TRANSPORTADOR BATERIA/LINEA,RICARDO,FINALIZADO,TÉCNICO,Paletas y sensor desenfocado,31/07/2026,13:00:00,31/07/2026,14:52:00,,1:52:00
e513e875,VACÍO,TURNO 1,LINEA 1,EMBALADORA GAMMA,EMB-PIR-10 /PIROMETRO,YOLIANNY,FINALIZADO,SUPERVISOR,Durante la producción se observa descenso de temperatura por lo que al finalizar la produccio. Se realiza  reemplazo de banco de resistencias de horno por las resistencias nuevas disponibles.,3/08/2026,7:00:00,03/08/2026,7:00:05,,0:00:05
27d0d54a,VACÍO,TURNO 1,LINEA 1,DOMINO,DOM-SEN-04 /SENSOR,YOLIANNY,FINALIZADO,SUPERVISOR,Envases sin codificar. Se ajusta posición de cabezal y sensor.,3/08/2026,12:30:00,03/08/2026,12:47:00,,0:17:00
58bc813f,ASÉPTICO,TURNO 1,LINEA 1,TAVIL,TAV-VAC-02 /PALET VACÍO,YOLIANNY,FINALIZADO,TÉCNICO,"⛓️‍💥Falla: Carro atascado.
🛠️Causa: Sobre carga.
🪛Solución: Se reinicia carro, se resetea breaker. Sucedió en 2 ocasiones.",3/08/2026,13:30:00,03/08/2026,14:06:00,0,0:36:00
7da75156,ASÉPTICO,TURNO 1,LINEA 1,CBP32,CBP-NOR-11 /UNIDAD NORDSON,YOLIANNY,FINALIZADO,TÉCNICO,"⛓️‍💥Falla: Boquilla superior derecha tapada.
🛠️Causa: Boquilla sin apriete, generando fuga.
🪛Solución: Se realiza destapado y apriete de boquilla.",3/08/2026,14:22:00,03/08/2026,14:38:00,0,0:16:00
efd8b053,VACÍO,TURNO 1,LINEA 1,ROBOT TAVIL,TAV-TRA-07 /TRANSPORTADOR BATERIA/LINEA,YOLIANNY,FINALIZADO,SUPERVISOR,"Atasco de cajas en batería. Al inspeccionar se observa la correa fuera de posicion. Se acondiciona correa (se recorta) ya que el ancho superaba al ancho de la polea, se coloca nuevamente y se ajusta tensión de la misma.",3/08/2026,13:18:00,03/08/2026,14:48:00,,1:30:00
8cf69081,ASÉPTICO,TURNO 1,LINEA 1,A3FLEX,A3F-PULL-18 /PULL DOWN PLEGADORA,YOLIANNY,FINALIZADO,TÉCNICO,"⛓️‍💥Falla: plegador final, posición incorrecta cilindros flaps",3/08/2026,14:43:00,03/08/2026,15:00:00,0,0:17:00
30c9cce6,ASÉPTICO,TURNO 2,LINEA 3,FW32,FW-AGR-03 /UNIDAD AGRUPADORA,EUSTORGIO,FINALIZADO,TÉCNICO,"Descarte continuo de envases , se ajusta sensor de guarda de choque",3/08/2026,20:00:00,03/08/2026,20:05:00,5,0:05:00
5b4c711e,ASÉPTICO,TURNO 2,LINEA 3,TAVIL,TAV-VAC-02 /PALET VACÍO,EUSTORGIO,FINALIZADO,TÉCNICO,"Guarda motor se dispara ocasionalmente , se sustituye por completo el cable que va del armario eléctrico al motor",3/08/2026,16:20:00,03/08/2026,18:00:00,100 minutos,1:40:00
86d164c2,ASÉPTICO,TURNO 2,LINEA 1,A3FLEX,A3F-PRE-19 /DISPOSITIVO PRENSOR,EUSTORGIO,FINALIZADO,TÉCNICO,Sensor de posición de los calentadores de picos ( solapas ) dañado se sustituye sensor,3/08/2026,15:40:00,03/08/2026,15:50:00,10 minutos,0:10:00
e142d872,VACÍO,TURNO 2,LINEA 1,ROBOT TAVIL,TAV-VAC-02 /PALET VACÍO,EUSTORGIO,FINALIZADO,SUPERVISOR,Se cambia cable de alimentación del carro de palets vacios,3/08/2026,15:00:00,03/08/2026,19:31:00,,4:31:00
c974ba4a,ASÉPTICO,TURNO 3,LINEA 1,TAVIL,TAV-TRA-07 /TRANSPORTADOR BATERIA/LINEA,RICARDO,FINALIZADO,TÉCNICO,"Correa hacia línea rota, se sustituye por otra más corta quedando operativo",3/08/2026,23:00:00,03/08/2026,23:40:00,,0:40:00
25acb602,VACÍO,TURNO 3,LINEA 1,ROBOT TAVIL,TAV-LLE-03 /PALET LLENO,RICARDO,FINALIZADO,SUPERVISOR,Paleta atascada en palet lleno,3/08/2026,23:46:00,03/08/2026,23:53:00,,0:07:00
d7324f1e,VACÍO,TURNO 3,LINEA 1,EMBALADORA GAMMA,EMB-DES-09 /SISTEMA DESBOBINADO,RICARDO,FINALIZADO,SUPERVISOR,"Falla de desbobinado, por deslizamiento de bobina superior, sensor desenfocado",4/08/2026,1:30:00,04/08/2026,1:40:00,,0:10:00
b5ac18ce,VACÍO,TURNO 3,LINEA 1,EMBALADORA GAMMA,EMB-PIR-10 /PIROMETRO,RICARDO,FINALIZADO,SUPERVISOR,Descontrol en temperatura de sellado,4/08/2026,1:55:00,04/08/2026,2:30:00,,0:35:00
7f71fb73,VACÍO,TURNO 1,LINEA 1,EMBALADORA GAMMA,EMB-SOL-05 /SOLDADOR,YOLIANNY,FINALIZADO,SUPERVISOR,Caída de temperatura de soldador. Se verifica cableado de termocupla y se ajusta parámetro IN-B de 1 a 0. Se ajusta además set-point y se realiza limpieza de soldador. Esta parada no detiene el proceso debido a que en túnel de enfriamiento se encontraba vacio.,4/08/2026,9:32:00,04/08/2026,9:32:01,,0:00:01
eaf8391a,VACÍO,TURNO 1,LINEA 1,ROBOT TAVIL,TAV-LLE-03 /PALET LLENO,YOLIANNY,FINALIZADO,SUPERVISOR,Atasco de paleta de producto terminado en barrera de seguridad debido a mal estado de la misma.,4/08/2026,8:30:00,04/08/2026,8:47:00,,0:17:00
e71cd40c,ASÉPTICO,TURNO 1,LINEA 3,A3CFLEX,A3CF-MES-21 /MESA DE EMPALME,YOLIANNY,FINALIZADO,TÉCNICO,Corrección de diseño en el ASU,4/08/2026,14:40:00,04/08/2026,14:45:00,,0:05:00
26697246,ASÉPTICO,TURNO 1,LINEA 1,A3FLEX,A3F-TRA-10 /TRANSPORTADORES,YOLIANNY,FINALIZADO,TÉCNICO,"Transportador de salida roto y el de entrada del helix, se quitan eslabones rotos y se arma todo quedando totalmente operativo",4/08/2026,11:16:00,04/08/2026,11:47:00,,0:31:00
d9a1a385,ASÉPTICO,TURNO 1,LINEA 1,A3FLEX,A3F-PRE-19 /DISPOSITIVO PRENSOR,YOLIANNY,FINALIZADO,TÉCNICO,"Solapa superior izquierda despegada,  el soplador izquierdo estaba tapado, se sacó la boquilla se quita la obstrucción y queda operativa",4/08/2026,14:11:00,04/08/2026,14:36:00,,0:25:00
2ca0ba83,ASÉPTICO,TURNO 2,LINEA 3,TAVIL,TAV-LLE-03 /PALET LLENO,EUSTORGIO,FINALIZADO,TÉCNICO,"Cadena de rodillos de enfardadora rota, se vuelve a unir cadena y queda operativa",4/08/2026,15:00:00,04/08/2026,16:20:00,,1:20:00
bb85a72a,ASÉPTICO,TURNO 2,LINEA 1,A3FLEX,A3F-MES-21 /MESA DE EMPALME,EUSTORGIO,FINALIZADO,TÉCNICO,"Material de envasado no preparado, no realiza empalme automático. Se procede a realizar el empalme manual. Causa desconocida.",4/08/2026,19:30:00,04/08/2026,20:20:00,,0:50:00
652daa67,VACÍO,TURNO 2,LINEA 1,TUNEL,TUN-BOM-05 /BOMBA RECIRCULACION,EUSTORGIO,FINALIZADO,SUPERVISOR,Se retiene producto dentro del túnel para poder bajarle temperatura.,4/08/2026,20:00:00,04/08/2026,20:25:00,,0:25:00
606fed88,VACÍO,TURNO 2,LINEA 1,ROBOT TAVIL,TAV-TRA-07 /TRANSPORTADOR BATERIA/LINEA,EUSTORGIO,FINALIZADO,SUPERVISOR,"Se detiene cajas en el tramo 06 del transportador aéreo, se para y arranca variador, se corrige falla.",4/08/2026,21:25:00,04/08/2026,21:50:00,,0:25:00
180847dd,ASÉPTICO,TURNO 3,LINEA 1,TAVIL,TAV-LLE-03 /PALET LLENO,RICARDO,FINALIZADO,TÉCNICO,Cadeneta de cables del carro de palets lleno dañada.,4/08/2026,22:30:00,05/08/2026,0:30:00,,2:00:00
9d73795f,VACÍO,TURNO 3,LINEA 1,TRANSPORTADORES,TRAN-CAD-03 /CADENA TABLETOP,RICARDO,FINALIZADO,SUPERVISOR,"Se le quita eslabón a cadena, a la salida del túnel de enfriamiento",5/08/2026,1:20:00,05/08/2026,1:40:00,,0:20:00
ae2fb28f,VACÍO,TURNO 3,LINEA 1,EMBALADORA GAMMA,EMB-SOL-05 /SOLDADOR,RICARDO,FINALIZADO,SUPERVISOR,Cable de alimentación de resistencia roto en 2 oportunidades en el turno,5/08/2026,2:00:00,05/08/2026,3:00:00,,1:00:00
8cc6d5f9,VACÍO,TURNO 3,LINEA 1,ROBOT TAVIL,TAV-LLE-03 /PALET LLENO,RICARDO,FINALIZADO,SUPERVISOR,"Cable roto de sensor del carro, cadena plástica guía, dañada",5/08/2026,4:00:00,05/08/2026,5:20:00,,1:20:00
c0e945c8,VACÍO,TURNO 1,LINEA 1,EMBALADORA GAMMA,EMB-VEN-08 /VENTOSAS DE VACIO,YOLIANNY,FINALIZADO,SUPERVISOR,Desincronizacion de cadena arrastradora de cartones. Se sincroniza nuevamente.,5/08/2026,13:38:00,05/08/2026,14:09:00,,0:31:00
a8796a9b,VACÍO,TURNO 1,LINEA 1,EMBALADORA GAMMA,EMB-SOL-05 /SOLDADOR,YOLIANNY,FINALIZADO,SUPERVISOR,"Durante el turno, se realizan  ajustes operacionales de temperatura de soldador de 150 a 157°C y ajuste de parámetro de tiempo de sellado de 0.78 a 1.15 debido a que, luego de cambio de bobina, se evidencia sellado defectuoso y apertura de cajas de lado derecho. La máquina queda con bobina de polietileno de proveedor rey david en la parte superior y bobina inferior de proveedor dayvimar. Importante monitorear funcionamiento de la máquina al momento de nuevo cambio de bobina en caso de que sea necesario ajustar nuevamente dichos parametros.",5/08/2026,7:20:00,05/08/2026,7:20:01,,0:00:01
6bc688b2,ASÉPTICO,TURNO 1,LINEA 1,A3FLEX,A3F-ASE-01 /CAMARA ASEPTICA,NAVEL,PENDIENTE,TÉCNICO,"Alarma de evento critico en cámara aséptica de integridad de envase, la misma ocasiona descarte de envases, se realizó chequeo de calibración de los sensores de empalme, falla en monitoreo",5/08/2026,10:00:00,05/08/2026,,,
42750f29,ASÉPTICO,TURNO 1,LINEA 3,FW32,FW-SELL-05 /UNIDAD DE SELLADO,NAVEL,FINALIZADO,TÉCNICO,"Se realiza reemplazo de sistema de cilindro neumatico, embolo y sellos de manifold del aire de calentamiento de unidad retractiladora",5/08/2026,12:00:00,05/08/2026,12:00:01,,0:00:01
603acd55,ASÉPTICO,TURNO 1,LINEA 3,FW32,FW-TRA-06 /UNIDAD TRANSF TREEPACK,NAVEL,FINALIZADO,TÉCNICO,"Caída de envases, se ajusta posición de dedos",5/08/2026,10:00:00,05/08/2026,10:10:00,,0:10:00
