IDNUMERO_ DE REPORTE,ÁREA ,TURNO,LÍNEA ,EQUIPO,CÓDIGO_SUBSISTEMA,SUPERVISOR,ESTATUS,REPORTA,TIPO DE FALLA,FECHA DE INICIO,HORA DE INICIO,FECHA DE CIERRE,HORA DE CIERRE,TIEMPO DE PROCURA,DOWNTIME
9a45a2de,ASÉPTICO,TURNO 3,LINEA 1,A3FLEX,A3F-MES-21 /MESA DE EMPALME,EUSTORGIO,FINALIZADO,SUPERVISOR,Se aumenta presión neumática de la mesa de 4.8 a 5.6 Bar,29/04/2026,3:46:00,29/04/2026,3:50:00,,0:04:00
acd1d819,ASÉPTICO,TURNO 3,LINEA 2,FW32,FW-SELL-05 /UNIDAD DE SELLADO,EUSTORGIO,FINALIZADO,SUPERVISOR,Se sustituye sufridera del soldador,28/04/2026,22:34:00,28/04/2026,22:54:00,,0:20:00
ee047fb9,ASÉPTICO,TURNO 3,LINEA 2,A3CFLEX,A3CF-PRE-19 /DISPOSITIVO PRENSOR,EUSTORGIO,FINALIZADO,SUPERVISOR,Se sustituyen rodamientos de la polea posterior del empujador,29/04/2026,3:45:00,29/04/2026,4:45:00,,1:00:00
bed634cd,ASÉPTICO,TURNO 3,LINEA 2,CBP32,CBP-FOR-02 /FORMACION DE PATRON,EUSTORGIO,FINALIZADO,SUPERVISOR,Se endereza guía del transportador de entrada al brazo de formación de patrón,29/04/2026,3:45:00,29/04/2026,3:55:00,,0:10:00
9ce487b5,ASÉPTICO,TURNO 3,LINEA 1,TAVIL,TAV-LLE-03 /PALET LLENO,EUSTORGIO,FINALIZADO,SUPERVISOR,"Paletas dañadas se quedan atoradas en carro de palets llenos, se sacan de manera manual.",29/04/2026,6:00:00,29/04/2026,6:30:00,,0:30:00
bf78c28a,ASÉPTICO,TURNO 3,LINEA 2,TAVIL,TAV-LLE-03 /PALET LLENO,EUSTORGIO,FINALIZADO,SUPERVISOR,"Paletas dañadas se quedan atoradas en el carro de palets llenos, se sacan de manera manual",29/04/2026,6:00:00,29/04/2026,6:15:00,,0:15:00
df084479,ASÉPTICO,TURNO 2,LINEA 1,HELIX,HEL-TRA-10TRANSPORTADOES,RICARDO,FINALIZADO,SUPERVISOR,"Falla: Caída de envases en el transportador de salida.

​Acciones realizadas:

​Se procedió a realizar el ajuste de las guías de salida con el objetivo de estabilizar el flujo y minimizar la caída de los envases.

​Tras las pruebas de ajuste, se verificó el correcto desplazamiento del producto.",28/04/2026,20:00:00,28/04/2026,20:15:00,,0:15:00
58b3af08,ASÉPTICO,TURNO 2,LINEA 1,A3FLEX,A3F-MOR-14 /MORDAZAS,RICARDO,FINALIZADO,SUPERVISOR,"Falla: Supervisor de soldadura transversal mordaza derecha.

Causa: Cable coaxial con humedad.

Solución: Se limpia y ajusta el cable  coaxial.",28/04/2026,21:30:00,28/04/2026,21:37:00,,0:07:00
fec8fd50,ASÉPTICO,TURNO 2,LINEA 2,FW32,FW-FRE-02 /UNIDAD FRENO DE ENTRADA,RICARDO,FINALIZADO,SUPERVISOR,"Falla: Caída de envases en la entrada

Causa: Guías de entrada muy cerradas.

Solución: Se realiza ajuste de guías, por otro lado el presenta bobinas de diferentes proveedores y el equipo presenta suciedad en cuchilla y sufridera. Se procede a colocar las 4 bobinas iguales y  limpiar el sistema de cuchilla, el equipo queda operativo.",28/04/2026,21:00:00,28/04/2026,22:20:00,,1:20:00
85b2ae95,VACÍO,TURNO 3,LINEA 3,TRANSPORTADORES,TRAN-CAD-03 /CADENA TABLETOP,EUSTORGIO,FINALIZADO,SUPERVISOR,Se sustituyen eslabones rotos en transportador 17,28/04/2026,11:00:54,28/04/2026,11:25:30,,0:24:36
5f01046c,VACÍO,TURNO 3,LINEA 3,TUNEL,TUN-TRAS-03 /TRASNPORTADOR ENTRADA-SALIDA,EUSTORGIO,FINALIZADO,SUPERVISOR,Se sustituyen 06 eslabones rotos en el transportador de salida del túnel de enfriamiento.,29/04/2026,1:00:48,29/04/2026,1:35:03,,0:34:15
29016749,VACÍO,TURNO 3,LINEA 3,PICKHEATER,PICK-VAL-02 /VALVULA MODULADORA  DE VAPOR,EUSTORGIO,FINALIZADO,SUPERVISOR,"Se revisa sistema y no se encuentran anomalías, probable presencia de condensado en línea de vapor.",29/04/2026,3:00:05,29/04/2026,3:25:17,,0:25:12
07466e5d,VACÍO,TURNO 1,LINEA 3,TUNEL,TUN-TRAS-03 /TRASNPORTADOR ENTRADA-SALIDA,YOLIANNY,FINALIZADO,SUPERVISOR,Ruptura de transportador de salida de tunel de enfriamiento. Se retiran eslabones dañados y se reemplazan por otros usados de transportador de línea 2.,29/04/2026,8:00:00,29/04/2026,8:15:00,N/A,0:15:00
14c64be2,ASÉPTICO,TURNO 2,LINEA 2,FW32,FW-FRE-02 /UNIDAD FRENO DE ENTRADA,RICARDO,FINALIZADO,SUPERVISOR,"Durante el turno se atendieron diversas incidencias en la línea de producción. En primer lugar, se corrigió la caída de envases en la salida del freno mediante el ajuste de la placa guía y el propio freno. Posteriormente, se solucionó el descarte de envases provocado por una acumulación en la entrada de la máquina, detectando que el sensor de la pitilladora estaba mal ubicado; tras su reubicación, el flujo se normalizó. Asimismo, se intervino por la caída de treepack, ajustando el dedo sujetador y la flauta sopladora de aire caliente. Finalmente, ante el mal sellado del polietileno, se procedió con el cambio de bobina y el ajuste de la presión de aire en el cilindro del Dolly, dejando el equipo operativo.",29/04/2026,16:00:00,29/04/2026,18:30:00,,2:30:00
91b7fe32,ASÉPTICO,TURNO 2,LINEA 2,TAVIL,TAV-VAC-02 /PALET VACÍO,RICARDO,FINALIZADO,SUPERVISOR,"Falla: Transportador de palets vacíos se detiene.

​Solución: Se observó cableado enredado en el mecanismo. Se procedió a retirar el cableado afectado y a colocarlo nuevamente de forma correcta para restablecer la operación.",29/04/2026,20:45:00,29/04/2026,21:02:00,,0:17:00
4c078f51,ASÉPTICO,TURNO 3,LINEA 2,A3CFLEX,A3CF-TRA-13 /SISTEMA TRACCION,EUSTORGIO,FINALIZADO,SUPERVISOR,Corrección de diseño,30/04/2026,5:00:00,30/04/2026,5:00:00,N/A,0:00:00
39577a74,ASÉPTICO,TURNO 3,LINEA 2,FW32,FW-SELL-05 /UNIDAD DE SELLADO,EUSTORGIO,FINALIZADO,SUPERVISOR,Se ajusta posición de las placas empujadoras para evitar caída de los envases,30/04/2026,5:46:00,30/04/2026,5:56:00,N/A,0:10:00
85184ab8,ASÉPTICO,TURNO 2,LINEA 2,A3CFLEX,A3CF-AIR-26 /AIRE COMPRIMIDO,RICARDO,FINALIZADO,SUPERVISOR,"Área de aséptico, línea 2, TPA 250 ml.

Falla de baja temperatura en el sistema HI.  El equipo cae a limpieza.

La causa de la falla se debe a que el UP se encuentra dañado, y actualmente se encuentra con un regulador el regulador apertura mayor flujo de hi, el cual no fue detectado por el sensor.",30/04/2026,18:00:00,30/04/2026,21:00:00,N/A,3:00:00
860cdfb1,VACÍO,TURNO 1,LINEA 3,TUNEL,TUN-TRAS-03 /TRASNPORTADOR ENTRADA-SALIDA,EUSTORGIO,FINALIZADO,SUPERVISOR,"Se rompen 03 eslabones del transportador de entrada al túnel de enfriamiento, se sustituyen.",04/05/2026,13:00:25,04/05/2026,13:30:02,,0:29:37
4013f154,VACÍO,TURNO 1,LINEA 3,LLENADORA ELMAR,LLE-EST-04 /ESTRELLA ENTRADA,EUSTORGIO,FINALIZADO,SUPERVISOR,Se instala y se calibra sensor fotoeléctrico en la estrella de entrada para apertura y cierre de la leva de las válvulas,04/05/2026,9:00:22,04/05/2026,9:30:44,N/A,0:30:22
,,,,,,,,,,,,,,,
9ca93fb5,VACÍO,TURNO 1,LINEA 3,TAPADORA WHITECAP,TAP-MOT-03 /MOTOREDUCTOR,EUSTORGIO,FINALIZADO,SUPERVISOR,"El reductor principal de la tapadora presenta trancamiento, se agrega aceite 220, se libera y se arranca pero presenta trancamiento nuevamente, se comienza a desarmar, no se determina causa de trancamiento.",04/05/2026,14:10:38,04/05/2026,15:00:20,N/A,0:49:42
95cac67f,ASÉPTICO,TURNO 2,LINEA 1,A3FLEX,A3F-PER-07 /SITEMA PEROXIDO,RICARDO,FINALIZADO,SUPERVISOR,"Línea 1, área séptica, sistema de peróxido (alto nivel):
La falla consiste en el filtro de peróxido, ya que el mismo está cayendo dentro del tanque debido al diámetro que posee. Se procede a instalar un filtro nuevo y a rectificar su área de soporte, de tal manera que concuerde exactamente con el espacio en el tanque.",04/05/2026,15:00:00,04/05/2026,19:00:00,,4:00:00
df26dc1d,VACÍO,TURNO 1,LINEA 3,TANQUE COCCION,TAN-BOM-02 /BOMBA POSITIVA,EUSTORGIO,FINALIZADO,SUPERVISOR,"La bomba presenta bajo rendimiento cuando está terminando de vaciar el tk de cocción 02, no se determina causa.",04/05/2026,8:00:18,04/05/2026,8:47:30,N/A,0:47:12
d21fabda,ASÉPTICO,TURNO 2,LINEA 1,CBP32,CBP-FOR-02 /FORMACION DE PATRON,RICARDO,FINALIZADO,SUPERVISOR,"Línea 1: Se detectó una falla en el Cardboar Packer debido a una solapa despegada. Se procedió a ajustar la posición del punto de sellado de la envoltura; asimismo, se eliminó una alarma roja activa en el equipo. Finalmente, se reinició el PLC y se puso en marcha la máquina nuevamente.",04/05/2026,19:28:00,04/05/2026,19:35:00,,0:07:00
270d86df,ASÉPTICO,TURNO 2,LINEA 1,A3FLEX,A3F-MES-21 /MESA DE EMPALME,RICARDO,FINALIZADO,SUPERVISOR,"Mesa de Empalme, Llenadora de Línea 1:
El equipo no realiza el empalme de forma automática de derecha a izquierda. Aún no se ha determinado el motivo de la falla y se están evaluando las posibles causas. El tiempo de indisponibilidad del equipo se extendió debido a que el sensor de la puerta se encuentra puenteado y se realizó los ajustes correspondientes.",04/05/2026,19:39:00,04/05/2026,19:58:00,,0:19:00
4d7c38e5,ASÉPTICO,TURNO 2,LINEA 1,HELIX,HEL-ARA-04 /ARAÑA,RICARDO,FINALIZADO,SUPERVISOR,"Se detectó una falla por desprendimiento en la posición de la ""araña"". Al verificar sus condiciones, se observó un posicionamiento incorrecto, por lo que se procedió a su reubicación, referenciación del equipo y puesta en marcha.",04/05/2026,19:00:00,04/05/2026,19:24:00,,0:24:00
9be7aac3,ASÉPTICO,TURNO 2,LINEA 2,CBP32,CBP-AGR-03 /AGRUPADOR,RICARDO,FINALIZADO,SUPERVISOR,"Se presentó una falla en el equipo Cardboar Packer debido al desprendimiento de la correa del agrupador. Se procedió a realizar el montaje de dicha correa y su respectiva sincronización. Tras efectuar los ajustes necesarios y verificar la puesta a punto, se activó el equipo nuevamente.",04/05/2026,15:30:00,04/05/2026,16:05:00,,0:35:00
d2061053,ASÉPTICO,TURNO 3,LINEA 2,A3CFLEX,A3CF-PRE-19 /DISPOSITIVO PRENSOR,YOLIANNY,FINALIZADO,SUPERVISOR,Desincronización de plegadora en dos oportunidades. Se realiza nuevamente sincronización.,05/05/2026,0:08:00,05/05/2026,0:54:00,N/A,0:46:00
42b7f961,ASÉPTICO,TURNO 3,LINEA 2,A3CFLEX,A3CF-SEG-08 /SISTEMA DE SEGURIDAD,YOLIANNY,FINALIZADO,SUPERVISOR,Alarma de puerta abierta. Se reemplazan sensores de puerta izquierda de sistema de mordazas.,05/05/2026,1:11:11,05/05/2026,1:17:00,N/A,0:05:49
7d13c346,ASÉPTICO,TURNO 3,LINEA 2,TAVIL,TAV-AIR-12 /AIRE COMPRIMIDO,YOLIANNY,FINALIZADO,SUPERVISOR,Se realiza corrección de fuga de sistema neumático principal,05/05/2026,2:59:16,05/05/2026,3:16:00,N/A,0:16:44
06d941e8,ASÉPTICO,TURNO 3,LINEA 2,TAVIL,TAV-SEG-01 /BARRERAS DE SEGURIDAD,YOLIANNY,FINALIZADO,SUPERVISOR,Falla en el sistema de comunicación y sistema de seguridad de robot 2.,05/05/2026,2:38:04,05/05/2026,2:41:00,N/A,0:02:56
3d9b0b31,ASÉPTICO,TURNO 3,LINEA 2,TAVIL,TAV-TRA-07 /TRANSPORTADOR BATERIA/LINEA,YOLIANNY,FINALIZADO,SUPERVISOR,Atasco de cajas en batería de linea 1.,04/05/2026,23:28:39,04/05/2026,23:51:16,,0:22:37
cf5e7482,ASÉPTICO,TURNO 3,LINEA 1,TAVIL,TAV-VAC-02 /PALET VACÍO,YOLIANNY,FINALIZADO,SUPERVISOR,Atasco de paleta en carro de palet vacío debido a paleta en mal estado,04/05/2026,22:30:00,04/05/2026,22:44:27,,0:14:27
f8786512,ASÉPTICO,TURNO 3,LINEA 1,TAVIL,TAV-TRA-07 /TRANSPORTADOR BATERIA/LINEA,YOLIANNY,FINALIZADO,SUPERVISOR,Atasco de cajas en batería debido a coleo del robot. Se retiran cajas dañadas,04/05/2026,23:03:17,04/05/2026,23:10:00,,0:06:43
2378b1fe,ASÉPTICO,TURNO 3,LINEA 1,TAVIL,TAV-MOS-14 /AJUSTE COORDENADAS,YOLIANNY,FINALIZADO,SUPERVISOR,Se realiza reacomodo de cajas en paleta de línea 2 debido a caja faltante (posible fallo de conteo en bateria),04/05/2026,23:21:25,04/05/2026,23:31:37,,0:10:12
1304f7bf,ASÉPTICO,TURNO 3,LINEA 1,TAVIL,TAV-VAC-02 /PALET VACÍO,YOLIANNY,FINALIZADO,SUPERVISOR,Atasco de paleta en carro de palet vacío debido a malas condiciones de la misma,04/05/2026,23:40:27,04/05/2026,23:44:00,,0:03:33
ea0896fb,ASÉPTICO,TURNO 3,LINEA 1,TAVIL,TAV-TRA-07 /TRANSPORTADOR BATERIA/LINEA,YOLIANNY,FINALIZADO,SUPERVISOR,Atasco de cajas en batería debido cajas volteadas. Se reacomodan cajas,05/05/2026,0:06:24,05/05/2026,0:18:00,,0:11:36
dcff23ff,ASÉPTICO,TURNO 3,LINEA 1,TAVIL,TAV-TRA-07 /TRANSPORTADOR BATERIA/LINEA,YOLIANNY,FINALIZADO,SUPERVISOR,Atasco de cajas en bateria debido a acumulación de las mismas en la entrada. Se aumenta velocidad de robot,05/05/2026,0:33:35,05/05/2026,0:40:12,N/A,0:06:37
e427f664,ASÉPTICO,TURNO 3,LINEA 1,TAVIL,TAV-TRA-07 /TRANSPORTADOR BATERIA/LINEA,YOLIANNY,FINALIZADO,SUPERVISOR,Atasco de cajas en batería debido a acumulación de las mismas.,05/05/2026,0:57:33,05/05/2026,1:03:33,N/A,0:06:00
aed94412,ASÉPTICO,TURNO 3,LINEA 1,A3FLEX,A3F-MOR-14 /MORDAZAS,YOLIANNY,FINALIZADO,SUPERVISOR,"Alarma de Falla de servomotor de levas de corrección. La máquina entra en limpieza debido a tiempo máximo de parada permitido. Al inspeccionar se observa que el acople del servo no tiene ni cuña, ni tornillo de sujeción por lo que se ingresa a almacén de repuestos y se retira tornillo y cuña. Se instala.",05/05/2026,1:06:00,05/05/2026,6:40:37,N/A,5:34:37
3959a9ba,ASÉPTICO,TURNO 3,LINEA 3,A3CFLEX,A3CF-PULL-18 /PULL DOWN PLEGADORA,YOLIANNY,FINALIZADO,SUPERVISOR,"Se realizan ajustes varios de puesta a punto debido a cambio de formato de 330mL a 250mL. Entre estos:Recarga de aceite hidráulico debido a alarma de bajo nivel y Ajustes de guías de plegador final debido a mala formación de envases al momento del arranque. En este tiempo se incluye falla de Sistema de seguridad de robot tavil,  el cual, para poder dar inicio  a la producción, se puentea señal de paradas de emergencia de robot en relé de seguridad SG0. Aunado a esto, el robot presenta también falla de comunicación (alarma en PLC) por lo que al inspeccionar se observa falla de accionamiento de relé electromagético R1, se ajusta el mismo y permite el accionamiento correcto de los transportadores de entrada (linea y bateria)",04/05/2026,23:30:06,05/05/2026,2:25:02,,2:54:56
57feade1,ASÉPTICO,TURNO 3,LINEA 3,FW32,FW-SELL-05 /UNIDAD DE SELLADO,YOLIANNY,FINALIZADO,SUPERVISOR,Se realizan ajustes varios de puesta a punto por cambio de presentación 330mL a 250mL  debido a falla de ruptura de sellado (polietileno) se ajusta altura de dedos arrastadores y temperatura de sellado de alimentación.,05/05/2026,2:35:52,05/05/2026,3:39:05,N/A,1:03:13
b8be6ce1,ASÉPTICO,TURNO 3,LINEA 3,FW32,FW-AGR-03 /UNIDAD AGRUPADORA,YOLIANNY,FINALIZADO,SUPERVISOR,Caída y descarte de envases se ajustan guías de entrada y altura de placas de empujador.,05/05/2026,4:00:18,05/05/2026,4:23:10,,0:22:52
fb8d6d99,ASÉPTICO,TURNO 2,LINEA 1,CBP32,CBP-EMP-05 /EMPUJADOR,EUSTORGIO,FINALIZADO,SUPERVISOR,Se ajusta sensor del cilindro de la sufridera del empujador,05/05/2026,15:00:00,05/05/2026,15:20:00,N/A,0:20:00
9385ed4c,ASÉPTICO,TURNO 2,LINEA 1,TAVIL,TAV-LLE-03 /PALET LLENO,EUSTORGIO,FINALIZADO,SUPERVISOR,Paleta atorada,05/05/2026,15:40:00,05/05/2026,16:04:00,,0:24:00
40ce77e0,ASÉPTICO,TURNO 2,LINEA 2,TAVIL,TAV-LLE-03 /PALET LLENO,EUSTORGIO,FINALIZADO,SUPERVISOR,Paleta atorada,05/05/2026,15:30:00,05/05/2026,15:36:00,N/A,0:06:00
3e19b251,ASÉPTICO,TURNO 2,LINEA 2,FW32,FW-AGR-03 /UNIDAD AGRUPADORA,EUSTORGIO,FINALIZADO,SUPERVISOR,Envases caídos,05/05/2026,17:30:00,05/05/2026,17:40:00,N/A,0:10:00
78176449,ASÉPTICO,TURNO 2,LINEA 3,HELIX,HEL-ARA-04 /ARAÑA,EUSTORGIO,FINALIZADO,SUPERVISOR,Se sacan envases atorados en la araña,05/05/2026,19:20:00,05/05/2026,20:00:00,N/A,0:40:00
c46acf1c,ASÉPTICO,TURNO 2,LINEA 3,A3CFLEX,A3CF-MES-21 /MESA DE EMPALME,EUSTORGIO,FINALIZADO,SUPERVISOR,"El equipo no realiza el empalme, se ejecuta de manera manual.",05/05/2026,16:00:00,05/05/2026,16:00:00,N/A,0:00:00
51c68e3d,ASÉPTICO,TURNO 2,LINEA 3,FW32,FW-AGR-03 /UNIDAD AGRUPADORA,EUSTORGIO,FINALIZADO,SUPERVISOR,Envases caídos,05/05/2026,19:00:00,05/05/2026,19:14:00,,0:14:00
068afffd,VACÍO,TURNO 3,LINEA 3,TAPADORA WHITECAP,TAP-MOT-03 /MOTOREDUCTOR,YOLIANNY,FINALIZADO,SUPERVISOR,"Instalación de reductor principal. Se ingresa a almacen de repuestos, se retira cadena paso 50 doble, empate paso 50 doble y empate paso 40 doble. Se recortan  a medida e instalan cadenas paso 50 y paso 40 de piñones. Se realiza limpieza y orden del area",05/05/2026,22:30:00,06/05/2026,2:40:01,"30minutos en realizacion de solicitud de repuesto, apertura e ingreso a almacen de repuestos",4:10:01
9317db22,VACÍO,TURNO 3,LINEA 3,PICKHEATER,PICK-VAL-05 /VALVULA DE COMPUERTA VAPOR,YOLIANNY,FINALIZADO,SUPERVISOR,"Retraso en el aumento de temperatura, debido a producto con baja temperatura (frio) en tanque de 6000. Se aumenta apertura la OT de valvula de vapor para evitar recirculación de producto y luego, una vez alcanzada la temperatura ideal, se vuelve a cerrar la OT a fin de evitar maltrato de producto.",06/05/2026,4:07:55,06/05/2026,4:20:00,N/A,0:12:05
7b89c333,ASÉPTICO,TURNO 3,LINEA 3,A3CFLEX,A3CF-HID-12 /SISTEMA HIDRAULICO,YOLIANNY,FINALIZADO,SUPERVISOR,"Alarma de bajo nivel de aceite hidráulico, se corrige fuga de aceite presente y se recarga.",05/05/2026,23:55:18,06/05/2026,0:02:00,,0:06:42
42d18cea,ASÉPTICO,TURNO 3,LINEA 3,HELIX,HEL-ARA-04 /ARAÑA,YOLIANNY,FINALIZADO,SUPERVISOR,"Atasco de envases ocasiona desacople de araña. Se retiran envases, se acopla y ajusta nuevamente araña.",06/05/2026,3:18:38,06/05/2026,4:07:24,N/A,0:48:46
ca6bd798,VACÍO,TURNO 3,LINEA 3,TANQUE COCCION,TAN-BOM-02 /BOMBA POSITIVA,YOLIANNY,FINALIZADO,SUPERVISOR,Retraso de aproximadamente 40min en el trasiego de producto a tanque 6000,06/05/2026,3:17:26,06/05/2026,4:30:11,N/A,1:12:45
f2405603,ASÉPTICO,TURNO 2,LINEA 1,TAVIL,TAV-LLE-03 /PALET LLENO,EUSTORGIO,FINALIZADO,SUPERVISOR,Se saca paleta atorada en carro de palets llenos,06/05/2026,17:54:00,06/05/2026,18:00:00,,0:06:00
b569a33d,ASÉPTICO,TURNO 2,LINEA 1,A3FLEX,A3F-SELL-03 /SELLADO LONGITUDINAL,EUSTORGIO,FINALIZADO,SUPERVISOR,Se sustituye racor inferior del cilindro del anillo formador por presentar obstrucción,06/05/2026,16:00:00,06/05/2026,17:01:00,,1:01:00
8e23e3ae,ASÉPTICO,TURNO 2,LINEA 1,TAVIL,TAV-GAR-06 /GUIAS/RODAMIENTOS GARRA,EUSTORGIO,FINALIZADO,SUPERVISOR,"Se cae caja de TP250, se arma paleta nuevamente y se arranca.",06/05/2026,19:10:00,06/05/2026,19:29:00,,0:19:00
cb819f37,ASÉPTICO,TURNO 2,LINEA 1,TAVIL,TAV-VAC-02 /PALET VACÍO,EUSTORGIO,FINALIZADO,SUPERVISOR,"Paleta desalineada en el carro de palets vacíos causa trancamiento, se endereza y se arranca nuevamente",06/05/2026,19:29:00,06/05/2026,19:37:00,,0:08:00
8df14307,ASÉPTICO,TURNO 2,LINEA 1,TAVIL,TAV-LLE-03 /PALET LLENO,EUSTORGIO,FINALIZADO,SUPERVISOR,Se enreda cable de sensor de presencia de paleta en la canaleta (carro de palets llenos). Se repara y se coloca tirraje para evitar que se enrede nuevamente,06/05/2026,19:46:00,06/05/2026,20:00:00,,0:14:00
51ef98ff,ASÉPTICO,TURNO 2,LINEA 1,TAVIL,TAV-MOS-14 /AJUSTE COORDENADAS,EUSTORGIO,FINALIZADO,SUPERVISOR,Se ajustan coordenadas por caída de caja TP250,06/05/2026,20:32:00,06/05/2026,20:43:00,N/A,0:11:00
736f8d01,ASÉPTICO,TURNO 2,LINEA 1,TAVIL,TAV-LLE-03 /PALET LLENO,EUSTORGIO,FINALIZADO,SUPERVISOR,Se saca paleta atorada en carro de palets llenos,06/05/2026,20:23:00,06/05/2026,20:29:00,,0:06:00
4ccfb296,ASÉPTICO,TURNO 2,LINEA 1,TAVIL,TAV-LLE-03 /PALET LLENO,EUSTORGIO,FINALIZADO,SUPERVISOR,Paleta dañada se queda atorada en el carro de palets llenos,06/05/2026,21:00:00,06/05/2026,21:05:00,,0:05:00
d1eca6a1,ASÉPTICO,TURNO 2,LINEA 3,FW32,FW-FRE-02 /UNIDAD FRENO DE ENTRADA,EUSTORGIO,FINALIZADO,SUPERVISOR,Se ajusta velocidad de freno de entrada para evitar caídas,06/05/2026,15:00:00,06/05/2026,15:06:00,,0:06:00
e1746ee6,ASÉPTICO,TURNO 2,LINEA 3,A3CFLEX,A3CF-LLE-06 /SISTEMA DE LLENADO,EUSTORGIO,FINALIZADO,SUPERVISOR,Se realiza ajuste de volumen mediante ajuste de flaps,06/05/2026,15:00:00,06/05/2026,15:09:00,,0:09:00
368e85b4,ASÉPTICO,TURNO 2,LINEA 3,A3CFLEX,A3CF-LLE-06 /SISTEMA DE LLENADO,EUSTORGIO,FINALIZADO,SUPERVISOR,Corrección de diseño,06/05/2026,16:27:00,06/05/2026,16:35:00,,0:08:00
d82ae312,ASÉPTICO,TURNO 2,LINEA 2,A3CFLEX,A3CF-LLE-06 /SISTEMA DE LLENADO,EUSTORGIO,FINALIZADO,SUPERVISOR,Se realiza ajuste de volumen mediante ajuste de flaps,06/05/2026,15:50:00,06/05/2026,16:10:00,,0:20:00
8a35350d,ASÉPTICO,TURNO 2,LINEA 2,FW32,FW-SELL-05 /UNIDAD DE SELLADO,EUSTORGIO,FINALIZADO,SUPERVISOR,"Se baja cuchilla, se limpia y se afila, se monta y se arranca nuevamente",06/05/2026,17:11:00,06/05/2026,18:56:00,,1:45:00
82ac65ae,ASÉPTICO,TURNO 2,LINEA 2,FW32,FW-SELL-05 /UNIDAD DE SELLADO,EUSTORGIO,FINALIZADO,SUPERVISOR,Se ajusta temperatura de soldadura,06/05/2026,19:00:00,06/05/2026,19:13:00,,0:13:00
5c47549d,ASÉPTICO,TURNO 2,LINEA 3,A3CFLEX,A3CF-TRA-13 /SISTEMA TRACCION,EUSTORGIO,FINALIZADO,SUPERVISOR,Corrección de diseño,06/05/2026,21:11:00,06/05/2026,21:17:00,,0:06:00
0b4c095c,VACÍO,TURNO 2,LINEA 3,TUNEL,TUN-TRAS-03 /TRASNPORTADOR ENTRADA-SALIDA,EUSTORGIO,FINALIZADO,SUPERVISOR,"Se reemplazan 04 eslabones rotos, adicionalmente se observa desgaste y juego en pasadores.",06/05/2026,19:40:00,06/05/2026,20:10:00,N/A,0:30:00
51c3a137,VACÍO,TURNO 2,LINEA 3,ETIQUETADORA,ETIQ-MAG-07 /MAGAZIN DE ETIQUETAS,EUSTORGIO,FINALIZADO,SUPERVISOR,Se reemplaza uña lateral del magazine,06/05/2026,20:00:00,06/05/2026,20:35:00,,0:35:00
240c6c5e,VACÍO,TURNO 2,LINEA 3,PICKHEATER,PICK-VAL-02 /VALVULA MODULADORA  DE VAPOR,EUSTORGIO,FINALIZADO,SUPERVISOR,"Equipo presenta lentitud al subir temperatura, probable acumulación de condensado",06/05/2026,21:00:00,06/05/2026,21:20:00,,0:20:00
662e7abd,VACÍO,TURNO 2,LINEA 3,RINSER,RIN-TRAS-06 /TRANSPORTADORES,EUSTORGIO,FINALIZADO,SUPERVISOR,Se comienzan trabajos de reemplazo de resortes neumáticos (gatos) en puertas de soplador Rinsser,06/05/2026,16:11:00,06/05/2026,16:31:00,,0:20:00
84e6392f,VACÍO,TURNO 3,LINEA 3,ETIQUETADORA,ETIQ-TUL-03 /TULIPAS,YOLIANNY,FINALIZADO,SUPERVISOR,"Desprendimiento de tulipa ocasiona colisión en estrella de entrada, se coloca nuevamente tulipa y se sincroniza estrella de entrada. La tulipa no se encontraba rota por lo que se instala nuevamente y se ajusta tornillo.",07/05/2026,4:50:55,07/05/2026,5:05:00,N/A,0:14:05
e63ac55f,ASÉPTICO,TURNO 3,LINEA 1,A3FLEX,A3F-SELL-03 /SELLADO LONGITUDINAL,YOLIANNY,FINALIZADO,SUPERVISOR,Alarma de sellado transversal. Se limpia cable coaxial con limpiador de contactos.,06/05/2026,23:45:49,06/05/2026,23:56:00,,0:10:11
586e02cc,ASÉPTICO,TURNO 3,LINEA 1,TAVIL,TAV-PAL-10 /TRANSPORTADOR DE PALETAS,YOLIANNY,FINALIZADO,SUPERVISOR,Atasco de paletas en carro de palet vacio debido a mal estado de las mismas.,07/05/2026,0:22:20,07/05/2026,0:33:42,N/A,0:11:22
8d00a812,ASÉPTICO,TURNO 3,LINEA 1,TAVIL,TAV-PAL-10 /TRANSPORTADOR DE PALETAS,YOLIANNY,FINALIZADO,SUPERVISOR,"Atasco de paletas debido a mal estado de las mismas, en carro de palet vacio.",07/05/2026,2:23:21,07/05/2026,2:29:36,N/A,0:06:15
c5825c49,ASÉPTICO,TURNO 3,LINEA 1,TAVIL,TAV-PAL-10 /TRANSPORTADOR DE PALETAS,YOLIANNY,FINALIZADO,SUPERVISOR,Atasco de paletas debido a mal estado de las mismas en carro de palet vacio,07/05/2026,2:59:28,07/05/2026,3:03:36,N/A,0:04:08
6d1fca89,ASÉPTICO,TURNO 3,LINEA 1,TAVIL,TAV-PAL-10 /TRANSPORTADOR DE PALETAS,YOLIANNY,FINALIZADO,SUPERVISOR,Atasco de paletas debido a mal estado de las mismas en carro de palet vacio,07/05/2026,3:14:01,07/05/2026,3:24:00,,0:09:59
